NORAD_ID,OBJECT_NAME,INCLINATION,RAAN,ECCENTRICITY,ARG_OF_PERIGEE,MEAN_ANOMALY,MEAN_MOTION,BSTAR,EPOCH
14458,DEBRIS_14458,98.9531,44.5423,0.0068216,297.1308,193.5094,14.06950419,23536-3,26099.35881354
14460,DEBRIS_14460,98.8356,25.6536,0.0253961,234.6845,284.0315,13.58504753,15236-3,26099.31263139
14461,DEBRIS_14461,99.1662,200.8311,0.0085415,322.3066,164.7375,14.27922257,59771-3,26099.84069892
14463,DEBRIS_14463,98.8789,353.9624,0.0117416,216.7633,297.3286,14.18207188,57664-3,26099.17145639
14464,DEBRIS_14464,99.4264,324.3530,0.0060698,358.2592,182.3202,13.94456735,24570-3,26099.37510016
14465,DEBRIS_14465,98.7671,255.7434,0.0105871,82.3230,308.7315,14.17394068,14082-2,26096.38855133
14466,DEBRIS_14466,99.9776,277.0959,0.0044572,112.8308,247.7602,14.59290223,15592-2,26099.75528923
14467,DEBRIS_14467,100.0494,338.3848,0.0001562,145.8359,33.5136,13.64534532,41566-3,26099.41418000
14469,DEBRIS_14469,101.6082,23.0784,0.0271466,300.9304,213.2370,13.07355457,20650-3,26099.28110051
14470,DEBRIS_14470,101.7661,357.3971,0.0119639,341.9062,84.3830,12.84080191,42953-3,26098.62479957
14471,DEBRIS_14471,102.4526,69.6241,0.0129403,1.9685,25.7854,12.25584665,18342-2,26096.89041991
14472,DEBRIS_14472,102.8291,85.1093,0.0155274,352.7621,190.7061,12.16364712,79666-4,26098.74952054
14473,DEBRIS_14473,102.5684,219.4060,0.0252448,170.8101,220.6186,12.42289954,89722-2,26098.25059792
14474,DEBRIS_14474,100.6909,2.2113,0.0276917,197.2174,318.4659,12.08249411,-19909-2,26099.22494248
14475,DEBRIS_14475,101.0646,254.2047,0.0122453,326.7103,48.3922,12.60153726,24244-2,26097.71672157
14478,DEBRIS_14478,100.8975,272.4770,0.0511188,192.5851,166.2055,12.67664075,19192-1,26098.43412445
14480,DEBRIS_14480,102.5501,277.3664,0.0072415,206.9871,219.7792,14.25301653,15128-1,26099.48465017
14493,DEBRIS_14493,28.9449,231.7507,0.0559359,73.1790,292.9353,13.94733355,33072-3,26098.68780796
14497,DEBRIS_14497,29.2928,323.4669,0.0872152,18.5683,16.4316,12.07900406,10306-2,26098.66484939
14502,DEBRIS_14502,65.7805,335.9091,0.0711142,73.5616,69.7836,13.48476873,96771-3,26099.09996181
14503,DEBRIS_14503,65.8580,158.7802,0.1006781,270.2074,78.3777,12.32206872,87586-3,26098.91029132
14504,DEBRIS_14504,83.1942,26.0232,0.0020022,256.1851,159.2111,14.07770500,48074-3,26099.80427128
14509,DEBRIS_14509,102.3640,66.4444,0.0158466,8.0736,20.0121,12.12354890,70485-3,26098.83772556
14510,DEBRIS_14510,102.4358,30.4348,0.0222325,329.0082,184.8074,11.99462612,41905-2,26099.33728042
14511,DEBRIS_14511,64.6785,274.6336,0.0143088,162.4572,352.2592,13.22398595,33734-3,26097.94720873
14512,DEBRIS_14512,65.7464,157.0334,0.1721677,276.8943,64.0010,10.76858151,17060-3,26094.18194766
14515,DEBRIS_14515,90.2506,6.5541,0.0026735,248.0925,111.7352,12.97366565,14928-2,26099.18122575
14528,DEBRIS_14528,28.0763,39.4356,0.0317086,188.2600,171.2596,12.46596458,45920-3,26099.17077826
14529,DEBRIS_14529,29.0470,198.7275,0.0609760,163.6687,198.4445,12.51610032,28694-2,26085.53271011
14556,DEBRIS_14556,83.0162,27.4819,0.0125032,142.6540,281.6715,13.70864352,11918-2,26099.84758764
14557,DEBRIS_14557,82.7900,23.4419,0.0037734,99.2849,315.8523,14.31738969,16792-2,26099.79634647
14558,DEBRIS_14558,82.9191,64.3468,0.0017477,57.7422,331.9452,14.39373750,15576-2,26099.89124596
14563,DEBRIS_14563,29.1761,301.4713,0.0427768,280.7877,74.4847,14.28482389,23910-3,26099.88900009
14564,DEBRIS_14564,28.6980,174.0398,0.0739383,51.7333,314.7435,13.03784464,14307-2,26099.52928221
14565,DEBRIS_14565,29.2104,275.5637,0.0845555,199.9448,156.6036,12.49929646,68214-2,26098.72650550
14568,DEBRIS_14568,82.8917,199.7786,0.0014340,328.6948,31.3393,14.46528493,14881-2,26099.53995679
14569,DEBRIS_14569,44.8443,339.8388,0.0122802,334.2240,207.1251,13.55854751,46197-4,26099.41380526
14620,DEBRIS_14620,90.6058,37.8154,0.6006924,175.3913,194.9171,3.86163763,24894-2,26099.47888504
14627,DEBRIS_14627,82.7778,101.0817,0.0032190,198.5383,228.0240,14.07653323,91262-3,26099.03909760
14632,DEBRIS_14632,81.2742,248.3683,0.0053355,116.8991,311.4158,14.00786281,29139-4,26099.48399681
14715,DEBRIS_14715,90.2396,347.5009,0.0039881,331.1579,187.1139,12.96512607,-16069-3,26095.18959700
14716,DEBRIS_14716,90.2537,12.5596,0.0029079,132.7243,21.3672,12.99617656,54161-3,26098.22081528
14717,DEBRIS_14717,90.2384,349.2205,0.0031130,272.4783,263.2164,12.97421427,10676-2,26098.47763362
14736,DEBRIS_14736,71.5247,119.0750,0.4694335,324.6961,67.3696,2.00232883,00000-0,26088.08801049
14739,DEBRIS_14739,83.0038,254.9466,0.0054722,46.1126,314.4545,14.03228744,11377-2,26099.42987579
14740,DEBRIS_14740,83.1349,30.9741,0.0095807,236.4755,247.2085,13.87307058,12412-2,26099.55507238
14741,DEBRIS_14741,82.9677,190.2467,0.0148899,325.5560,155.2862,13.55671523,87361-3,26099.44782589
14799,DEBRIS_14799,65.8152,18.2200,0.0876351,67.1282,355.5992,11.69559354,32277-2,26099.83480370
14800,DEBRIS_14800,65.7537,156.6669,0.0603414,109.2512,61.2061,11.50808116,-71776-2,26099.88292629
14801,DEBRIS_14801,74.0577,242.4767,0.0005775,122.1019,359.2261,14.67187131,47260-3,26099.84168681
14802,DEBRIS_14802,74.0518,344.0724,0.0009225,122.7393,356.1202,14.78742890,42469-3,26099.82077735
14806,DEBRIS_14806,74.0316,212.6171,0.0003441,53.7226,328.3362,14.61357314,41729-3,26099.58775610
14808,DEBRIS_14808,74.0385,35.0472,0.0011819,5.9655,144.4530,14.50122817,39784-3,26099.25933200
14809,DEBRIS_14809,74.0337,220.1092,0.0008484,167.3313,256.8248,14.55840843,38635-3,26099.42660350
14810,DEBRIS_14810,73.9529,355.6950,0.0015778,154.8378,22.8714,14.54647661,31325-3,26099.44513228
14811,DEBRIS_14811,74.0284,15.8769,0.0015542,46.1415,75.8517,14.50511139,34467-3,26099.45868233
14812,DEBRIS_14812,74.0553,192.6392,0.0016126,327.6727,47.2938,14.50246351,33674-3,26099.51686685
14813,DEBRIS_14813,74.0326,53.1062,0.0013524,63.6341,353.0067,14.49236984,40361-3,26099.64602816
14816,DEBRIS_14816,74.0309,125.4450,0.0009198,79.1176,49.6121,14.65972633,34394-3,26099.47931786
14818,DEBRIS_14818,74.0410,127.2797,0.0006613,301.1417,126.7707,15.23066095,10066-2,26098.18122389
14839,DEBRIS_14839,29.0010,291.0171,0.0998076,245.1216,169.0074,11.93036676,30175-2,26098.63560038
14865,DEBRIS_14865,74.0194,316.9605,0.0000503,230.3260,144.1101,14.83712846,45920-3,26099.89588609
14879,DEBRIS_14879,101.2882,28.5047,0.0212955,208.1914,277.0543,12.15607331,12444-3,26099.33618983
14880,DEBRIS_14880,101.2214,39.6806,0.0153026,153.3366,222.6748,12.30540273,61902-3,26099.06838126
14881,DEBRIS_14881,101.7772,50.1151,0.0066787,106.6302,47.8603,12.42212052,47721-3,26099.36225672
14883,DEBRIS_14883,102.0022,308.6386,0.0246768,274.5384,244.3804,12.00232229,-16497-2,26099.05721209
14904,DEBRIS_14904,102.7268,8.0783,0.0003088,105.0653,267.4503,12.73027491,21954-2,26095.00259258
14905,DEBRIS_14905,102.2620,159.0975,0.0185129,128.7131,254.6568,12.07379511,-12278-2,26099.46216532
14906,DEBRIS_14906,65.9535,353.3750,0.0110076,148.2319,0.3717,13.73192836,45146-3,26099.12574196
14907,DEBRIS_14907,66.0269,153.5520,0.0061464,116.0575,8.0820,13.55118155,51586-3,26098.32643172
14908,DEBRIS_14908,99.0742,161.6821,0.0088760,4.6662,355.5319,14.17052016,76367-3,26099.41005106
14909,DEBRIS_14909,98.7122,148.9178,0.0133326,38.6355,346.2134,14.05987877,12433-2,26099.12401256
14910,DEBRIS_14910,99.1095,76.9065,0.0015611,351.0127,68.7850,14.26761417,62309-3,26099.62295921
14913,DEBRIS_14913,98.7582,134.7700,0.0090158,12.1116,17.2930,14.30735918,36486-3,26099.05732077
14914,DEBRIS_14914,98.5570,134.7869,0.0043524,114.8445,305.6489,14.42623378,33864-3,26099.79472111
14919,DEBRIS_14919,65.8021,115.3395,0.0716910,121.1050,352.6671,12.30398992,10612-4,26099.41042054
14925,DEBRIS_14925,82.8535,342.3295,0.0018106,273.7978,86.1141,14.34615734,10702-2,26099.39853520
14928,DEBRIS_14928,97.8091,57.2582,0.0015977,290.2719,69.6808,15.40558118,27883-3,26099.81353056
14950,DEBRIS_14950,81.2565,35.8354,0.0033885,148.3055,30.9618,14.09118950,53522-4,26099.59300909
15033,DEBRIS_15033,74.0686,197.4438,0.0011336,68.5927,306.8570,14.50250498,34988-3,26099.53294602
15166,DEBRIS_15166,6.8711,275.3502,0.7012052,105.8009,336.0120,2.42879185,39894-2,26098.77785592
15205,DEBRIS_15205,28.7215,289.7824,0.1909628,131.7082,246.3289,10.96006756,84784-3,26099.83551892
15330,DEBRIS_15330,65.0577,6.2983,0.0041820,324.2191,110.7588,13.89917947,10734-4,26099.78910701
15340,DEBRIS_15340,90.2425,4.2160,0.0033139,205.4463,337.1969,12.99108647,-53520-3,26099.49320625
15490,DEBRIS_15490,74.0290,108.5776,0.0005173,261.2157,98.8425,14.64787874,35109-3,26098.43790832
15491,DEBRIS_15491,74.0390,124.3292,0.0015769,217.8895,142.1158,14.51284156,30123-3,26099.36070867
15503,DEBRIS_15503,64.9961,337.3189,0.0033379,326.1931,33.7003,13.87547543,56280-5,26099.77986146
15519,DEBRIS_15519,62.3754,95.0670,0.0865645,271.7451,78.4716,13.07383908,35561-3,26097.66988665
15521,DEBRIS_15521,81.2121,254.1181,0.0054977,305.3731,64.8231,14.09668864,35409-4,26099.69587598
15523,DEBRIS_15523,65.9309,233.4561,0.0751198,258.8749,108.3187,12.47635428,11722-3,26099.61534485
15528,DEBRIS_15528,74.0195,207.0673,0.0010822,311.1017,225.4218,14.64937507,31907-3,26099.07215337
15529,DEBRIS_15529,90.2411,4.7600,0.0031473,158.2374,355.3865,12.99237406,74511-3,26098.20130369
15530,DEBRIS_15530,90.2875,30.7982,0.0029825,208.0467,170.2791,12.98674887,-11023-2,26099.06788473
15535,DEBRIS_15535,62.3955,163.6912,0.0330681,183.7400,176.1197,14.53323341,89844-3,26099.30258400
15540,DEBRIS_15540,102.7182,54.4318,0.0565842,141.2605,239.6641,11.68014026,14277-1,26099.09839893
15541,DEBRIS_15541,82.8925,29.1156,0.0031397,193.1462,297.2202,13.86817742,26263-3,26099.30724984
15542,DEBRIS_15542,82.9996,115.6959,0.0069741,187.3969,297.8780,13.82002109,93241-3,26099.52804319
15555,DEBRIS_15555,65.7831,179.8351,0.0961844,207.3817,147.3215,12.53458754,33413-3,26097.93472422
15558,DEBRIS_15558,65.5901,7.2778,0.0042686,118.5996,241.9385,14.04895197,13615-3,26099.45805930
15559,DEBRIS_15559,65.5814,31.1413,0.0115006,53.9958,124.2608,13.65306685,27100-3,26099.54881414
15614,DEBRIS_15614,108.2231,343.7853,0.0010703,40.5438,319.6519,14.78401576,19125-3,26098.58010992
15615,DEBRIS_15615,107.8258,124.7508,0.0038871,82.4023,335.3966,14.52473735,31534-3,26097.00918490
15756,DEBRIS_15756,74.0416,309.3606,0.0008521,125.2841,234.9137,14.86290152,39663-3,26098.95307497
15762,DEBRIS_15762,65.6651,333.4141,0.0744970,187.6006,171.3177,12.59425956,18225-3,26099.06475148
15764,DEBRIS_15764,90.4770,274.3136,0.0182539,21.5007,37.5619,13.65511086,23802-3,26099.45685543
15766,DEBRIS_15766,82.9364,351.5800,0.0007987,59.6562,300.5423,14.46886525,11521-2,26099.16592634
15767,DEBRIS_15767,82.8838,289.3403,0.0004331,311.5477,48.5374,14.94519914,30725-2,26099.53878756
15768,DEBRIS_15768,83.0588,255.6500,0.0049138,163.0182,213.9356,14.19224504,16354-2,26099.69959697
15769,DEBRIS_15769,81.2732,256.9413,0.0062910,117.8883,242.8677,14.07243060,19454-4,26099.86693208
15775,DEBRIS_15775,62.2989,252.1023,0.0659988,313.1027,41.6511,12.99129388,11117-2,26098.41837089
15780,DEBRIS_15780,82.8134,304.4836,0.0052751,341.7300,82.2991,13.96428909,86749-3,26099.56388275
15783,DEBRIS_15783,67.0367,241.0379,0.0042290,283.3159,227.9382,14.82935161,78049-3,26098.83391188
15784,DEBRIS_15784,73.9923,100.9795,0.0006122,268.4772,154.2328,14.87307165,52103-3,26099.79820237
15785,DEBRIS_15785,74.0328,61.0915,0.0006849,146.0217,214.1395,14.72394379,47472-3,26099.28707853
15788,DEBRIS_15788,98.8933,15.5836,0.0119540,54.1892,9.4885,13.93429602,52659-3,26098.74449426
15789,DEBRIS_15789,103.8290,195.5899,0.0478714,232.0703,137.0189,12.50426407,55510-1,26099.54373427
15950,DEBRIS_15950,89.8408,295.2051,0.0081435,70.2704,290.7246,14.17166921,28376-2,26099.74341404
15951,DEBRIS_15951,89.8551,176.7853,0.0118921,160.7107,228.7019,14.01763061,27941-2,26099.15810225
16020,DEBRIS_16020,90.2240,10.1709,0.0140833,140.1072,13.9539,13.41028479,26353-3,26099.22944598
16202,DEBRIS_16202,65.8263,120.0627,0.0078758,17.7664,97.5066,13.98807817,26657-3,26099.44840854
16203,DEBRIS_16203,65.8344,68.1260,0.0063212,19.6943,158.8823,13.89192798,43803-4,26099.69641609
16204,DEBRIS_16204,65.8326,277.2005,0.0021442,174.6107,334.5912,13.80032709,46845-4,26099.88858814
16205,DEBRIS_16205,65.8277,332.1972,0.0051206,92.2385,278.9673,13.80356279,85599-3,26099.89324326
16206,DEBRIS_16206,65.8372,11.2307,0.0010146,54.0405,7.0068,13.73980025,13875-3,26099.84054969
16207,DEBRIS_16207,65.8360,198.8733,0.0088117,229.4348,205.7612,13.57713840,52944-4,26099.45528830
16208,DEBRIS_16208,65.8335,155.7762,0.0053386,268.9352,161.9128,13.76183032,46074-4,26099.55444508
16209,DEBRIS_16209,65.8342,80.1253,0.0013030,14.3968,6.7498,13.71422086,28931-4,26099.88987205
16210,DEBRIS_16210,65.8334,248.6296,0.0018687,130.3325,22.7870,13.74583000,48729-4,26099.86397887
16211,DEBRIS_16211,65.8355,191.9912,0.0022033,119.9682,334.6563,13.70459486,10403-3,26099.53015243
16266,DEBRIS_16266,82.5982,290.3870,0.0007771,143.9427,272.7995,12.66712648,11694-2,26099.53178177
16267,DEBRIS_16267,82.6261,201.5774,0.0064612,251.6456,125.7541,13.20030360,97896-2,26099.57169479
16268,DEBRIS_16268,82.7090,242.7200,0.0082059,289.1734,125.4842,12.56602815,14772-2,26099.40279612
16269,DEBRIS_16269,82.6288,355.4123,0.0010772,279.0006,261.6826,12.62286226,14912-3,26098.50311169
16270,DEBRIS_16270,82.7354,28.7288,0.0258069,201.6129,217.3691,12.69129703,60543-3,26099.83896343
16271,DEBRIS_16271,82.6074,319.0228,0.0004870,297.9978,216.4667,12.63028940,27919-4,26098.06073018
16272,DEBRIS_16272,82.6198,181.2645,0.0048015,120.8071,306.6180,12.75267613,11318-2,26099.30512950
16375,DEBRIS_16375,65.8330,281.0232,0.0028060,200.1499,253.0101,13.80505035,88868-4,26099.78847104
16376,DEBRIS_16376,65.8249,121.6582,0.0009522,85.1324,35.0037,13.96485156,48280-3,26099.47157373
16377,DEBRIS_16377,65.8222,180.5753,0.0028776,54.9461,13.9829,14.06648759,62750-3,26099.36447221
16378,DEBRIS_16378,65.8312,265.4071,0.0037236,214.4632,264.6217,13.81667161,15866-3,26098.83644167
16379,DEBRIS_16379,65.8387,37.6011,0.0011706,161.7503,17.2534,13.78133342,16829-4,26099.56559072
16380,DEBRIS_16380,65.8365,180.7854,0.0045989,157.0793,215.2802,13.64008571,74776-4,26099.51854188
16381,DEBRIS_16381,65.8371,201.1273,0.0064045,195.0994,183.6141,13.63669955,17028-4,26099.59099909
16382,DEBRIS_16382,65.7361,127.4382,0.0035598,282.0518,184.4886,14.45926197,11579-2,26099.46360779
16383,DEBRIS_16383,65.8275,89.9821,0.0043540,21.1407,144.7449,13.76268878,58577-3,26099.36504358
16384,DEBRIS_16384,65.8318,263.7829,0.0030787,88.0622,334.0425,13.70330766,23676-3,26099.53834336
16385,DEBRIS_16385,65.8301,336.7818,0.0034490,304.4090,135.9318,13.87407961,69139-3,26099.81809104
16386,DEBRIS_16386,65.8367,188.2458,0.0040992,8.3413,81.1830,13.69754037,36716-4,26099.49580699
16387,DEBRIS_16387,65.8383,334.8926,0.0041903,96.7164,333.4229,13.84950383,50963-4,26099.79480072
16389,DEBRIS_16389,71.0002,297.2864,0.0189837,277.6407,80.3172,13.76758246,96513-4,26099.75668817
16390,DEBRIS_16390,70.9728,81.8296,0.0205572,155.8695,205.2207,13.72731280,12008-3,26099.64521770
16391,DEBRIS_16391,70.9930,268.9167,0.0190803,298.0039,166.2656,13.77198384,99803-4,26099.83013882
16392,DEBRIS_16392,70.9713,334.4647,0.0198593,53.3892,42.6702,13.75030140,11698-3,26098.90264653
16616,DEBRIS_16616,98.2696,98.8505,0.0008766,76.1213,37.2663,14.31272811,17315-3,26099.56083352
16715,DEBRIS_16715,100.1292,274.1503,0.0005742,241.2004,136.3722,13.61489941,34280-3,26098.72301337
16809,DEBRIS_16809,64.9898,321.2806,0.0043609,235.4663,202.5084,13.81696363,10346-4,26099.79675913
16867,DEBRIS_16867,74.0144,0.3505,0.0010243,236.9283,123.0927,15.12613194,74778-3,26099.48457909
17000,DEBRIS_17000,102.4453,178.7421,0.0720960,124.3925,276.3364,11.33106894,-32113-1,26098.13996157
17018,DEBRIS_17018,66.0210,216.7148,0.0618126,110.8024,4.7911,12.47454072,-28048-3,26099.47953513
17023,DEBRIS_17023,101.5040,66.7409,0.0053863,54.8569,70.2452,12.64664250,11346-2,26099.44367767
17024,DEBRIS_17024,29.4329,96.1151,0.0853583,42.1534,324.1564,12.36894845,44197-2,26099.13913746
17025,DEBRIS_17025,82.8238,124.6012,0.0069532,242.7221,244.1729,13.82383818,66910-3,26099.52039193
17035,DEBRIS_17035,64.9930,293.7799,0.0054546,278.7086,173.0621,13.86450276,13823-4,26099.78911582
17090,DEBRIS_17090,65.8375,32.5173,0.0041308,49.5660,103.0682,13.84032314,28712-4,26099.26457387
17093,DEBRIS_17093,90.2453,7.0366,0.0023540,204.1483,338.0632,12.98137705,16066-2,26099.51856345
17102,DEBRIS_17102,65.8376,356.6670,0.0071558,168.7760,254.4519,13.61040930,60312-4,26099.82380047
17103,DEBRIS_17103,65.8285,305.8511,0.0020195,27.9804,70.4008,13.77665641,42145-3,26099.80191465
17104,DEBRIS_17104,65.8347,321.8915,0.0038752,331.7708,209.7780,13.75983213,22097-3,26099.36988165
17105,DEBRIS_17105,65.8328,28.2509,0.0019080,81.7027,101.9134,13.75451385,35598-3,26099.57276405
17106,DEBRIS_17106,65.8279,147.9472,0.0024413,213.6393,179.9179,13.86274362,30956-3,26099.16334678
17107,DEBRIS_17107,65.8192,169.1683,0.0016086,53.7116,54.0145,14.07820816,77543-3,26099.54548468
17108,DEBRIS_17108,65.8289,111.7442,0.0023223,319.2000,138.3085,13.81987241,45026-3,26099.22303262
17117,DEBRIS_17117,98.1957,122.1495,0.0064589,160.7636,319.6655,14.62481855,88912-3,26099.55374421
17118,DEBRIS_17118,98.4959,120.1661,0.0120960,165.8843,325.8010,14.32581420,76150-3,26099.53738444
17121,DEBRIS_17121,98.2933,93.0461,0.0052520,272.5693,209.6905,14.35689677,38277-3,26099.52909751
17129,DEBRIS_17129,98.3089,113.4459,0.0033135,30.5504,91.0778,14.26072676,10414-3,26099.51442118
17153,DEBRIS_17153,98.0016,104.9279,0.0014924,123.6350,236.6281,14.67212734,55043-3,26099.54517582
17164,DEBRIS_17164,89.3863,217.3792,0.0202849,27.8735,26.0895,13.33262335,44591-3,26099.32126358
17168,DEBRIS_17168,82.5453,212.1455,0.0052695,232.9776,149.7487,13.14076568,61745-2,26099.57840806
17203,DEBRIS_17203,98.6172,125.9411,0.0128649,341.5682,149.2442,14.07757941,19787-3,26099.55792365
17219,DEBRIS_17219,98.4241,14.0454,0.0030492,311.6017,171.3203,14.61187860,58237-3,26099.33899255
17254,DEBRIS_17254,8.4570,251.7308,0.6662978,61.4713,349.2021,2.95872046,64342-3,26099.04827478
17255,DEBRIS_17255,8.3285,277.8185,0.6449533,23.9908,355.9704,3.23478927,-28333-3,26099.89003504
17268,DEBRIS_17268,82.6111,304.8089,0.0027799,47.9189,103.9886,13.98426550,29974-3,26099.03041623
17269,DEBRIS_17269,82.6321,105.9630,0.0015271,184.6850,230.6814,13.90913774,36292-3,26099.03711660
17270,DEBRIS_17270,82.4291,110.5001,0.0003921,30.2118,101.3919,13.93375954,34571-3,26099.45407024
17271,DEBRIS_17271,82.4031,276.7219,0.0025861,333.5466,88.1656,14.02508008,43330-3,26099.53739360
17272,DEBRIS_17272,82.4876,329.1021,0.0019403,86.6479,273.6915,14.10615964,55023-3,26099.88168473
17273,DEBRIS_17273,82.5456,16.0075,0.0024407,44.5192,107.3140,14.12585133,55534-3,26099.22418883
17274,DEBRIS_17274,82.5234,267.3210,0.0031135,76.6843,75.1265,13.95372424,50727-3,26098.92034044
17325,DEBRIS_17325,8.3463,76.8378,0.6336635,295.2166,13.4486,3.48294696,17397-2,26099.01661655
17423,DEBRIS_17423,98.7072,116.4376,0.0173088,223.9739,200.6437,14.02770583,19406-3,26099.03082862
17425,DEBRIS_17425,30.9904,96.4381,0.6317237,311.9557,9.1921,3.49075232,27633-1,26097.27354627
17429,DEBRIS_17429,99.0494,5.9261,0.0035801,145.0655,215.2915,14.83969971,11436-2,26099.27718256
17478,DEBRIS_17478,98.2868,94.3166,0.0037474,250.3013,139.4787,14.30828619,18255-3,26098.95551104
17543,DEBRIS_17543,98.5299,98.8895,0.0116084,312.6080,110.1411,14.13681537,30277-3,26098.92695619
17614,DEBRIS_17614,82.7807,124.7252,0.0040226,241.1701,147.9499,14.10213208,12494-2,26097.04345290
17615,DEBRIS_17615,82.8552,164.4672,0.0039372,209.7740,306.5033,14.17170845,97093-3,26098.66065191
17616,DEBRIS_17616,83.0433,46.0105,0.0119722,339.6153,202.8400,13.70124277,11901-2,26099.60847139
17617,DEBRIS_17617,82.8616,172.1340,0.0170451,344.7795,69.1309,13.67550592,12889-2,26099.22058572
17618,DEBRIS_17618,82.8478,194.7930,0.0042672,36.3712,27.8848,14.12851728,12206-2,26099.29824748
17619,DEBRIS_17619,82.9390,75.2484,0.0016734,345.9998,135.8351,14.37236868,13498-2,26099.13215309
17620,DEBRIS_17620,83.1711,160.1073,0.0023834,114.6199,245.7481,14.41798872,11957-2,26099.50842267
17621,DEBRIS_17621,82.7752,269.9685,0.0027063,120.0391,240.3495,14.47852709,18817-2,26098.90436602
17623,DEBRIS_17623,82.7999,282.4451,0.0054777,359.1670,13.6152,13.98109470,96120-3,26098.76515755
17624,DEBRIS_17624,82.8406,134.4456,0.0012072,50.3622,127.8774,14.48491262,10178-2,26098.85598583
17625,DEBRIS_17625,82.7902,186.0718,0.0044388,97.5380,263.0837,14.02355521,96042-3,26099.50951734
17626,DEBRIS_17626,82.8704,204.3938,0.0143655,89.7346,301.0786,13.64433580,50205-3,26099.27177764
17627,DEBRIS_17627,82.9235,48.6704,0.0044893,269.6529,89.9497,14.00716337,96059-3,26099.32730570
17629,DEBRIS_17629,82.9860,59.5042,0.0161597,20.2813,104.1923,13.68524597,16537-2,26099.36316379
17631,DEBRIS_17631,82.9236,276.9906,0.0126213,274.1815,141.2998,13.67595729,93690-3,26099.51821598
17632,DEBRIS_17632,83.0820,254.9765,0.0141925,61.7897,357.0894,13.63006997,10383-2,26099.47268343
17633,DEBRIS_17633,83.0682,186.2794,0.0158981,226.0865,197.2740,13.88719126,27044-2,26098.24892789
17635,DEBRIS_17635,82.8202,77.5344,0.0036959,122.6733,237.8024,14.23269145,14864-2,26098.38314121
17637,DEBRIS_17637,83.0706,214.3883,0.0131578,75.4493,312.8623,13.65906348,14139-2,26099.27003689
17638,DEBRIS_17638,82.9928,340.0405,0.0106339,63.5440,89.8987,13.73520455,10090-2,26098.11581782
17639,DEBRIS_17639,83.0000,166.2302,0.0153097,0.9148,55.0307,13.63047512,11078-2,26099.21290529
17640,DEBRIS_17640,82.9122,38.2817,0.0026150,29.8546,330.4129,14.34834888,14207-2,26099.82549046
17641,DEBRIS_17641,82.7497,325.0893,0.0048035,239.6904,273.2598,14.22908276,95430-3,26099.07014873
17642,DEBRIS_17642,82.8623,168.9219,0.0027446,329.0985,30.8592,14.42977140,84663-3,26099.36957065
17648,DEBRIS_17648,65.7286,317.1269,0.0059599,192.4190,167.5435,14.29172785,16064-2,26096.61217633
17658,DEBRIS_17658,70.3560,255.4742,0.0054764,30.8623,118.3145,13.98043625,30698-3,26098.86336469
17666,DEBRIS_17666,90.2503,10.4586,0.0038835,270.4243,143.9732,12.97282495,48125-3,26099.49534523
17702,DEBRIS_17702,98.0401,124.4803,0.0004100,323.8378,36.2543,14.55977803,27243-3,26098.78645049
17713,DEBRIS_17713,66.2089,114.4521,0.0069336,204.3524,188.5681,13.98643176,22667-3,26099.05777874
17720,DEBRIS_17720,99.6153,350.0685,0.0032509,31.6852,340.0444,14.23671549,14731-2,26098.97759914
17722,DEBRIS_17722,90.2383,352.8473,0.0005768,55.9631,98.1253,12.98954779,92745-3,26097.17538308
17725,DEBRIS_17725,62.7317,192.2467,0.0817585,96.7545,290.0868,13.35346402,33977-3,26099.52121714
17728,DEBRIS_17728,101.4613,251.3775,0.0104750,14.1797,146.3180,12.35141950,71412-3,26097.88842462
17732,DEBRIS_17732,65.8049,104.2136,0.0174345,253.7421,104.4414,13.99881005,11558-2,26099.39559735
17754,DEBRIS_17754,74.0382,195.5446,0.0015466,284.8772,105.7194,14.52776131,32748-3,26099.28162745
17755,DEBRIS_17755,81.2510,93.0187,0.0068771,187.6416,296.2660,14.14698020,50304-4,26099.48381914
17764,DEBRIS_17764,99.0025,133.9565,0.0047499,52.3056,323.8498,14.12105969,12286-3,26099.37302488
17765,DEBRIS_17765,99.0253,195.2361,0.0043112,126.9372,258.7092,13.98860722,14961-3,26099.25199713
17768,DEBRIS_17768,98.6083,116.1625,0.0074342,303.8857,119.2758,14.44255928,21475-3,26098.97229485
17792,DEBRIS_17792,82.9523,305.1953,0.0012996,66.7569,53.1742,14.13238997,97036-3,26099.71911620
17793,DEBRIS_17793,83.1530,180.5679,0.0262635,338.3117,77.3113,13.32495738,55758-3,26098.26994419
17794,DEBRIS_17794,65.8158,89.3566,0.0051354,333.0772,26.7641,14.01747875,14300-2,26097.11880125
17795,DEBRIS_17795,65.8337,65.8761,0.0076754,219.9562,225.2209,13.59871910,36668-4,26099.43678655
17796,DEBRIS_17796,65.8184,232.5911,0.0047321,311.9203,167.0909,14.09440647,61110-3,26099.51134238
17797,DEBRIS_17797,65.8242,111.5360,0.0021953,266.0686,213.5274,13.91090103,56204-3,26098.45317628
17798,DEBRIS_17798,65.8334,112.6546,0.0081466,223.0167,250.9133,13.59305409,41677-4,26099.40603176
17799,DEBRIS_17799,65.8354,133.8992,0.0014215,60.1670,46.4841,13.96185575,43798-3,26099.46125363
