NORAD_ID,OBJECT_NAME,INCLINATION,RAAN,ECCENTRICITY,ARG_OF_PERIGEE,MEAN_ANOMALY,MEAN_MOTION,BSTAR,EPOCH
34886,DEBRIS_34886,73.9393,294.0393,0.0012181,112.2217,248.0304,15.78328411,41657-2,26093.27091874
34896,DEBRIS_34896,86.3236,275.7180,0.0025373,184.6876,352.2509,14.67555031,11985-2,26095.24862889
34908,DEBRIS_34908,74.0579,168.2008,0.0039939,160.2809,17.6248,14.37875467,34853-3,26098.94280189
34909,DEBRIS_34909,74.0139,206.7068,0.0084027,311.4171,47.9803,14.78738221,28552-3,26098.57172672
34910,DEBRIS_34910,73.8726,279.8407,0.0466737,19.0417,359.9283,13.37885590,63821-3,26096.79133325
34911,DEBRIS_34911,74.0433,20.1828,0.0082706,116.9984,60.5870,14.59560547,12944-3,26099.54639032
34913,DEBRIS_34913,74.0270,70.0214,0.0020657,158.0585,22.8981,14.34674930,47943-4,26097.67795208
34918,DEBRIS_34918,74.0688,102.3781,0.0025990,35.5761,339.5109,14.63083150,18165-2,26092.28922661
34924,DEBRIS_34924,74.0397,224.7470,0.0055078,278.7236,137.9204,14.61102754,65228-3,26099.40606913
34926,DEBRIS_34926,86.1340,313.6176,0.0070249,258.5630,264.2579,14.60388393,22481-2,26099.05197016
34944,DEBRIS_34944,73.7507,20.0801,0.0221533,208.7897,150.0873,14.14507093,38336-3,26099.18602202
34946,DEBRIS_34946,74.0211,117.6948,0.0052043,226.5948,133.0881,14.62752675,33041-3,26098.80048748
34949,DEBRIS_34949,74.0173,240.2647,0.0078536,354.7128,5.3207,14.74754396,22613-3,26099.08766432
34953,DEBRIS_34953,74.0913,161.0891,0.0054012,124.1327,52.6939,14.70450929,40861-3,26098.95465852
34955,DEBRIS_34955,74.0381,21.6357,0.0071155,63.0144,297.8286,15.02978009,92325-3,26092.06782329
34962,DEBRIS_34962,74.0308,334.1178,0.0017364,61.9047,298.3864,14.46970147,31179-3,26099.06691205
34963,DEBRIS_34963,74.1701,183.8092,0.0041906,340.8004,19.1577,14.52307881,64325-3,26098.96036018
34964,DEBRIS_34964,73.9716,150.8853,0.0211504,344.2145,15.2459,14.01143709,15762-2,26094.85460783
34965,DEBRIS_34965,74.0499,272.8259,0.0025351,8.8785,351.2817,14.49012836,31384-3,26096.89594916
34967,DEBRIS_34967,73.9932,39.5520,0.0039683,162.7713,197.4802,14.44831407,75879-3,26096.56384042
34968,DEBRIS_34968,74.0411,22.6255,0.0085551,114.4206,246.5916,14.59615651,14342-3,26099.45955486
34969,DEBRIS_34969,74.0142,169.8245,0.0075833,274.2968,84.9520,14.32475363,24304-3,26098.45864351
34971,DEBRIS_34971,73.9769,71.1309,0.0071519,269.0382,105.3757,14.55842151,29379-3,26094.18895516
34972,DEBRIS_34972,73.9860,181.6490,0.0035801,305.9977,121.1105,14.75506172,11392-2,26098.30799537
34976,DEBRIS_34976,74.0558,74.6014,0.0042793,94.0266,290.0980,14.78815217,10671-2,26099.89538612
34979,DEBRIS_34979,74.0406,35.6232,0.0044859,87.7776,272.8537,14.81691711,90825-3,26099.25783888
34985,DEBRIS_34985,86.3746,6.7456,0.0020209,191.1131,322.1070,14.42614490,48863-3,26099.22154587
34990,DEBRIS_34990,74.0467,41.0940,0.0014089,81.9391,278.3363,14.42708050,51806-3,26095.11872870
34997,DEBRIS_34997,73.8780,91.5982,0.0089646,42.1747,318.6261,14.46938393,14002-2,26098.25334085
34998,DEBRIS_34998,74.0101,300.8718,0.0020125,60.3126,121.5649,14.49841879,37539-3,26098.32176928
35012,DEBRIS_35012,74.0188,253.9684,0.0080336,4.7399,355.4501,14.45687686,10592-3,26098.40316378
35014,DEBRIS_35014,73.9973,172.3438,0.0011011,296.2462,63.7581,14.78128079,90508-3,26099.45337109
35015,DEBRIS_35015,73.9498,13.3070,0.0076193,214.8244,325.8357,14.47668043,55741-3,26099.52295266
35016,DEBRIS_35016,73.9284,76.7512,0.0113485,326.8137,212.6152,14.35351422,45538-3,26099.67176992
35018,DEBRIS_35018,73.9749,277.2244,0.0347625,162.5335,198.8102,13.67498022,13365-2,26098.73667688
35020,DEBRIS_35020,74.0482,343.6471,0.0088769,69.2715,291.7938,14.63008615,26820-3,26094.10553491
35022,DEBRIS_35022,74.0235,100.0600,0.0049121,268.2991,91.2548,14.61371980,35958-3,26097.72518518
35023,DEBRIS_35023,74.0371,333.4321,0.0026806,26.1507,102.8707,15.00545099,12058-2,26099.82015925
35025,DEBRIS_35025,73.9381,192.0324,0.0081519,77.9600,283.0693,14.73498995,28534-3,26099.51846977
35026,DEBRIS_35026,74.0442,109.0866,0.0083920,195.5146,341.9308,14.53702841,59235-4,26092.82469855
35028,DEBRIS_35028,74.0386,50.1226,0.0082910,155.8987,219.2410,14.56685016,76298-4,26098.10929498
35031,DEBRIS_35031,74.0393,42.9901,0.0017837,114.1758,246.1264,14.38435713,14907-3,26099.11350976
35032,DEBRIS_35032,73.8496,140.5071,0.0067766,324.0811,51.6014,14.59755079,53495-3,26099.38147360
35033,DEBRIS_35033,74.0256,314.1347,0.0013110,34.7598,325.4417,14.51651184,45702-3,26099.88067517
35038,DEBRIS_35038,74.1066,195.8793,0.0111098,152.0287,0.2931,14.26181103,18212-2,26096.70765380
35043,DEBRIS_35043,73.9473,173.9926,0.0086985,349.7632,10.1769,14.83699192,19177-2,26098.61917571
35045,DEBRIS_35045,73.7195,205.5271,0.0180189,69.9079,292.1342,14.00664649,40072-3,26099.01990435
35051,DEBRIS_35051,86.3225,318.6734,0.0010409,69.4593,290.7727,14.48234022,55541-3,26096.88327696
35052,DEBRIS_35052,86.3315,329.8444,0.0013379,60.4203,299.8327,14.38665423,15356-3,26099.89761134
35060,DEBRIS_35060,74.0372,52.4912,0.0016908,120.8059,239.4763,14.41854620,31017-3,26085.28019271
35061,DEBRIS_35061,74.0441,79.6863,0.0040273,165.6206,194.6122,14.68878188,44491-3,26098.68534216
35062,DEBRIS_35062,74.0781,249.2417,0.0125958,220.0378,139.1434,14.24197359,30429-2,26095.39655644
35065,DEBRIS_35065,74.0207,334.6692,0.0018654,75.0570,285.2652,14.46151747,32955-3,26099.37167872
35071,DEBRIS_35071,73.9314,306.4702,0.0066911,176.9848,183.1760,15.06216186,79864-3,26091.87137401
35073,DEBRIS_35073,73.9789,100.9814,0.0015792,228.4793,131.5047,15.12685924,51484-2,26093.33796843
35080,DEBRIS_35080,86.2151,355.6381,0.0037275,107.3303,253.2018,15.11231976,61499-2,26098.44117551
35088,DEBRIS_35088,94.6192,217.4941,0.0259337,230.3708,127.4331,14.14807221,88041-2,26088.09579822
35089,DEBRIS_35089,98.5585,109.7287,0.0029768,84.7103,275.7470,14.19814577,45812-3,26098.78823911
35090,DEBRIS_35090,99.1912,121.1374,0.0056001,44.7845,315.7829,14.18359689,11540-2,26099.28271901
35091,DEBRIS_35091,98.5930,213.0148,0.0044153,288.8642,70.7775,14.65416111,16291-2,26098.77366375
35102,DEBRIS_35102,98.4789,104.0463,0.0060823,127.0425,233.6342,14.29206582,49509-3,26091.76894167
35104,DEBRIS_35104,98.5966,107.2304,0.0030991,161.5911,16.9228,14.20561151,33655-3,26098.77688405
35105,DEBRIS_35105,98.9569,91.1231,0.0112305,65.5444,295.7412,14.45742198,34277-3,26098.70912524
35108,DEBRIS_35108,98.8031,37.8180,0.0132818,261.0385,97.5731,14.07011667,47329-3,26038.70208405
35109,DEBRIS_35109,98.6267,88.4505,0.0153399,60.9090,300.7350,14.21051532,33363-3,26096.90665739
35111,DEBRIS_35111,99.4528,185.8630,0.0020930,263.2513,96.6274,14.11168839,50812-3,26096.18115059
35116,DEBRIS_35116,98.6462,145.8550,0.0059700,76.2496,284.5319,14.25669303,99059-3,26096.39059146
35121,DEBRIS_35121,98.2896,313.1087,0.0158194,135.9939,225.3952,14.04835712,33643-3,26094.40262678
35122,DEBRIS_35122,98.6647,116.5078,0.0024805,188.8861,171.1876,14.14273360,33046-3,26096.49857870
35123,DEBRIS_35123,99.1270,289.0938,0.0049838,106.2000,254.4670,14.24512932,42341-3,26096.98278609
35125,DEBRIS_35125,98.2118,107.4972,0.0050700,309.6198,50.0518,14.34014330,11920-2,26097.27602053
35135,DEBRIS_35135,98.5640,105.9203,0.0080404,315.0719,44.3971,14.22812103,57288-3,26095.26103151
35139,DEBRIS_35139,98.5853,104.7459,0.0067811,321.8999,37.7394,14.21315775,39301-3,26097.75387182
35140,DEBRIS_35140,98.4616,80.5141,0.0290467,345.2689,14.0155,14.21487526,15741-3,26098.91611755
35142,DEBRIS_35142,99.0551,92.0512,0.0107098,258.7005,129.4039,13.90579940,18223-3,26097.93632937
35144,DEBRIS_35144,98.7024,223.2732,0.0024626,10.8352,349.3374,14.62868189,25195-2,26097.07312193
35147,DEBRIS_35147,99.4773,198.0482,0.0030783,194.7161,165.3152,14.78099198,24437-2,26099.53499277
35152,DEBRIS_35152,99.8253,289.7334,0.0194768,74.0040,288.2468,13.76638111,67019-3,26098.27488476
35153,DEBRIS_35153,98.8941,4.5251,0.0168827,84.2360,277.8066,14.74649391,47857-3,26096.49143931
35154,DEBRIS_35154,99.4323,227.2178,0.0179402,87.4512,274.7185,14.19178512,60895-3,26093.62837778
35155,DEBRIS_35155,98.4967,100.6601,0.0026543,121.9248,238.4516,14.19594676,66132-3,26088.28619293
35156,DEBRIS_35156,98.7656,80.0526,0.0036089,197.5593,162.4333,14.10781097,29544-3,26091.41183449
35159,DEBRIS_35159,98.8297,184.2757,0.0013225,171.4734,219.1707,14.47119507,15450-2,26099.17198117
35160,DEBRIS_35160,99.1638,226.4556,0.0174735,255.2461,102.9304,14.36314400,34149-3,26099.61551252
35164,DEBRIS_35164,98.5772,85.4320,0.0202150,46.6106,315.1691,13.87422368,59242-2,24248.33836170
35165,DEBRIS_35165,98.8710,199.2714,0.0021339,80.9584,279.4014,14.35271925,14387-2,26099.23529033
35167,DEBRIS_35167,98.4588,92.9546,0.0227479,220.8277,137.5672,14.31692891,34952-3,26097.72187607
35168,DEBRIS_35168,98.2661,344.1926,0.0125018,158.3965,202.2551,14.15674327,27855-3,26095.42323022
35169,DEBRIS_35169,99.1180,358.5497,0.0150853,113.7044,248.0063,14.59506450,40518-3,26098.46075532
35171,DEBRIS_35171,99.0160,251.6831,0.0134960,1.2999,358.8489,13.95629174,10647-2,26097.89901394
35173,DEBRIS_35173,99.7744,171.4122,0.0485108,287.9920,66.8921,13.37826543,20524-2,26098.95237365
35174,DEBRIS_35174,98.9647,87.6812,0.0128649,185.4289,174.5549,15.07796096,15013-2,26091.20769006
35175,DEBRIS_35175,98.5776,50.4675,0.0058842,114.3565,246.3771,14.21410964,39141-3,26038.76139310
35176,DEBRIS_35176,98.5695,83.4519,0.0054778,87.2987,273.4457,14.17186214,40109-3,26095.90847686
35180,DEBRIS_35180,99.7370,257.3376,0.0488070,99.0125,266.6573,13.76748241,47045-2,26089.24798222
35189,DEBRIS_35189,98.8893,277.1575,0.0062110,49.2347,311.4190,14.09253742,42126-2,24228.91830690
35191,DEBRIS_35191,99.0310,75.4998,0.0101609,270.0623,88.8894,13.91269458,21342-3,26091.67614114
35194,DEBRIS_35194,98.9386,189.1313,0.0112683,98.8947,262.5028,14.61551539,10732-2,26092.00497793
35195,DEBRIS_35195,98.9785,196.6728,0.0102488,102.8910,258.3758,14.57075526,12956-2,26089.10542701
35196,DEBRIS_35196,98.5305,113.0018,0.0213364,5.0092,176.8970,14.20325814,10680-2,26096.80364925
35199,DEBRIS_35199,98.4364,224.6172,0.0114280,299.3393,59.6395,13.98360911,94690-3,26078.20987443
35200,DEBRIS_35200,98.8874,66.9830,0.0352897,126.2807,26.0045,13.42044740,41607-3,26098.39596883
35201,DEBRIS_35201,98.7072,108.5049,0.0005681,284.6150,104.8355,14.11103866,74096-4,26097.99740157
35202,DEBRIS_35202,100.0756,147.7385,0.0378191,88.1281,276.3107,13.34926636,11054-2,26099.09169660
35203,DEBRIS_35203,102.0862,89.0090,0.0513943,266.4013,87.8212,13.26890206,14731-2,26097.67714165
35204,DEBRIS_35204,99.0100,301.1397,0.0036692,331.9079,83.3985,14.50939773,13676-2,26099.52963036
35207,DEBRIS_35207,98.6876,204.3919,0.0052163,263.5677,95.9579,14.57727241,20779-2,26096.24653258
35208,DEBRIS_35208,98.8917,119.3281,0.0102301,191.0458,168.8461,14.00056176,74374-3,26098.31569789
35210,DEBRIS_35210,99.1017,113.9812,0.0046395,254.6302,161.4089,14.35370165,14648-2,26099.01237398
35217,DEBRIS_35217,101.8793,42.9637,0.0301556,25.1372,336.4101,13.58054288,26217-2,26098.57270074
35220,DEBRIS_35220,99.0160,176.0675,0.0041871,335.2214,24.6952,14.23476527,11475-2,26098.17880029
35223,DEBRIS_35223,98.9803,101.9989,0.0123347,312.0196,47.0569,14.90979177,52945-3,26098.73988155
35229,DEBRIS_35229,98.4470,183.1770,0.0041864,215.2566,144.5867,14.67448972,52529-2,26096.20080288
35231,DEBRIS_35231,98.6997,143.6983,0.0038013,111.5237,248.9995,14.14537852,18410-4,26098.37903807
35233,DEBRIS_35233,98.7667,204.6731,0.0038119,273.8279,143.0840,14.43682940,19770-2,26097.27060472
35234,DEBRIS_35234,98.0538,129.6709,0.0097124,252.2742,106.7842,14.66728744,49222-3,26098.81626495
35236,DEBRIS_35236,98.8145,22.7621,0.0083444,236.8905,122.4256,14.45998194,51292-3,26086.54589930
35239,DEBRIS_35239,99.2807,260.2814,0.0225631,66.0029,296.4561,13.69624819,98792-3,26098.88390579
35240,DEBRIS_35240,99.3569,73.6946,0.0045340,178.8237,181.3055,14.24408704,10843-2,26098.86497612
35241,DEBRIS_35241,98.6353,27.1953,0.0134627,238.6821,120.1110,14.02591601,85611-3,26099.25566636
35242,DEBRIS_35242,99.9630,156.8761,0.0299532,257.9825,258.8274,13.52598607,24960-2,26098.63597565
35243,DEBRIS_35243,98.8684,194.9227,0.0058343,245.5495,113.9628,14.92723659,25935-2,26097.01966609
35244,DEBRIS_35244,98.8240,141.5494,0.0071369,187.0396,172.9777,14.06871930,39206-3,26099.06980080
35245,DEBRIS_35245,99.0755,188.4345,0.0056049,308.2439,81.2163,14.13897066,16598-2,26096.19846094
35248,DEBRIS_35248,97.8627,279.4788,0.0040623,174.7909,185.3764,15.35453934,19725-2,26099.30520401
35249,DEBRIS_35249,97.7642,277.9082,0.0200737,69.0547,293.2003,14.50288453,47990-3,26098.94820795
35251,DEBRIS_35251,97.9152,37.4263,0.0142503,92.9467,268.8057,14.69637647,72925-3,26098.78431064
35255,DEBRIS_35255,81.1996,176.6581,0.0020690,203.6504,156.3737,14.45841282,29380-2,26097.48039119
35256,DEBRIS_35256,81.1846,170.8685,0.0011138,86.0270,274.2193,14.44844954,18174-2,26098.94122697
35259,DEBRIS_35259,98.4940,142.8991,0.0016012,81.3295,41.5403,14.63427368,47785-3,26098.62487833
35260,DEBRIS_35260,98.5390,144.7194,0.0022990,175.4858,1.8417,14.58829917,48760-3,26099.87872205
35262,DEBRIS_35262,98.4510,124.2353,0.0013530,244.1470,173.1687,14.71824067,62544-3,26099.77766705
35270,DEBRIS_35270,97.8685,45.3105,0.0063084,14.6617,345.6428,15.21320054,21819-2,26099.31271435
35271,DEBRIS_35271,97.1751,126.9176,0.0005132,86.8915,273.2938,15.74871009,84785-3,26092.83321766
35272,DEBRIS_35272,97.1629,130.6509,0.0002807,82.9624,277.1967,15.86948348,71841-3,26095.35619131
35274,DEBRIS_35274,99.0043,140.6275,0.0163865,77.9167,284.0311,14.10041071,28517-3,26099.07105020
35275,DEBRIS_35275,98.6950,146.1270,0.0129287,124.5175,236.8294,14.31375137,40030-3,26099.86217093
35284,DEBRIS_35284,74.0494,51.9369,0.0015330,106.6835,268.5323,14.38455083,18952-3,26097.13056286
35287,DEBRIS_35287,74.0298,61.2359,0.0017213,137.4256,40.0121,14.36481609,12532-3,26098.67798966
35288,DEBRIS_35288,73.9487,154.9173,0.0037548,355.0377,5.0414,14.67040889,11006-2,26095.42064506
35290,DEBRIS_35290,74.0034,191.6828,0.0007224,288.4667,71.5726,14.84641157,23514-2,26096.68909878
35297,DEBRIS_35297,86.3911,15.8745,0.0017070,131.7502,228.5163,14.45718193,64811-3,26091.53266843
35299,DEBRIS_35299,86.2902,342.1390,0.0057829,75.1446,303.1519,14.41948724,90559-3,26098.93856332
35319,DEBRIS_35319,98.6608,183.3196,0.0190298,180.7830,212.2946,14.13754496,56022-3,26099.18356979
35320,DEBRIS_35320,98.2788,118.4770,0.0002038,90.1729,269.9717,14.82747938,64124-3,26095.81327718
35322,DEBRIS_35322,99.0901,144.1703,0.0195124,294.2477,63.8418,14.14531899,22808-3,26096.88050435
35326,DEBRIS_35326,98.4417,327.0519,0.0233841,152.9334,208.4254,14.00317105,-51292-5,26098.86541521
35327,DEBRIS_35327,98.4609,184.9845,0.0071389,337.1641,22.6390,14.62985550,72061-3,26096.49398620
35329,DEBRIS_35329,98.3911,225.8838,0.0130698,307.9466,66.0158,14.28492675,68000-4,26098.62301187
35330,DEBRIS_35330,98.6519,149.1582,0.0079960,223.4156,136.0719,14.43785369,17586-3,26099.34755829
35331,DEBRIS_35331,98.5387,211.9643,0.0070538,171.4203,6.2046,14.77561189,13411-2,26099.07994649
35332,DEBRIS_35332,98.2537,267.1103,0.0121648,20.3614,340.2358,14.27318434,63684-4,26097.72877483
35334,DEBRIS_35334,98.4331,165.4225,0.0062087,226.3206,133.2839,14.60162043,36879-3,26099.11694333
35339,DEBRIS_35339,98.3753,229.9118,0.0137336,347.5923,12.1905,14.56461562,58095-3,26099.32384424
35342,DEBRIS_35342,98.3044,36.5275,0.0340068,94.7496,269.2584,13.97611322,81018-3,26099.10593052
35346,DEBRIS_35346,98.8591,276.9323,0.0018586,25.6411,334.5725,14.97819767,23149-2,26062.38640943
35350,DEBRIS_35350,98.5177,147.7467,0.0064450,239.9703,119.5089,14.55757831,30061-3,26098.86487067
35351,DEBRIS_35351,98.7988,165.3150,0.0004200,185.2745,174.8413,14.65624200,73502-3,26098.62593329
35364,DEBRIS_35364,82.5504,320.1405,0.0028260,341.0728,183.3397,14.02854988,12583-2,26098.06991360
35365,DEBRIS_35365,82.5006,313.3411,0.0002854,27.6454,149.7244,14.01009052,14902-2,26099.37132130
35366,DEBRIS_35366,82.5271,321.7593,0.0016544,62.4403,327.7763,14.03450422,18987-2,26094.59822147
35367,DEBRIS_35367,82.5211,320.5212,0.0012068,167.4569,12.5229,13.99533672,87662-3,26099.36593875
35368,DEBRIS_35368,82.5531,315.5499,0.0030609,342.8749,17.1390,14.11489582,14198-2,26083.34864750
35369,DEBRIS_35369,82.5255,330.4262,0.0011516,187.0285,351.1194,13.99128320,95377-3,26095.43046057
35370,DEBRIS_35370,82.5215,315.1716,0.0023375,129.8599,46.8232,14.01839813,16749-2,26097.38539965
35371,DEBRIS_35371,82.5074,292.8204,0.0016404,62.4535,297.8302,14.05621381,21734-2,26092.27830137
35372,DEBRIS_35372,82.5261,334.1810,0.0017407,67.4687,110.2274,14.01726743,16109-2,26099.43422014
35373,DEBRIS_35373,82.5262,324.8284,0.0026361,151.1820,209.0813,14.02182372,12159-2,26083.95711680
35375,DEBRIS_35375,97.5513,149.2034,0.0046359,185.9176,195.8052,15.13094123,13420-3,26099.13470015
35376,DEBRIS_35376,97.8172,34.2152,0.0084573,351.4481,159.7646,15.04000775,17149-2,26099.29780098
35378,DEBRIS_35378,97.8200,194.7847,0.0051885,125.2710,235.3396,15.23782057,18490-2,26098.73538559
35379,DEBRIS_35379,98.7859,299.4004,0.0174473,79.8960,69.7750,13.91125931,28079-3,26098.05066760
35381,DEBRIS_35381,98.6245,309.2758,0.0028475,60.4252,299.9818,15.30778303,12514-2,26099.02915206
35382,DEBRIS_35382,98.6942,15.2849,0.0143952,12.6982,347.7763,14.24445047,67312-3,26097.70711040
35383,DEBRIS_35383,98.6530,103.0344,0.0048694,358.8891,1.2191,14.58821432,99804-4,26098.71820489
35387,DEBRIS_35387,98.4977,166.0369,0.0003524,129.3440,230.8087,14.87661738,32009-2,26094.43103994
35391,DEBRIS_35391,98.6134,80.7590,0.0004851,341.1917,48.9413,14.48915073,51723-3,26098.89521865
35392,DEBRIS_35392,98.3093,70.8191,0.0002533,352.7267,7.3892,14.54214938,54191-3,26098.85925201
35393,DEBRIS_35393,98.5074,76.8830,0.0004822,133.7859,28.3317,14.56002806,62493-3,26098.39673497
35397,DEBRIS_35397,98.6329,200.7463,0.0062130,304.6078,54.9287,14.90319144,88633-3,26098.23018833
35400,DEBRIS_35400,82.9182,70.3622,0.0189201,208.8664,331.6454,12.85896464,16352-3,26090.68411550
35404,DEBRIS_35404,98.8226,147.3116,0.0052974,42.4665,333.1860,14.19996266,40481-4,26099.40338123
35405,DEBRIS_35405,98.8959,145.9585,0.0118929,333.9730,25.5495,14.18260840,30488-3,26099.08429208
35408,DEBRIS_35408,98.3380,140.9215,0.0031365,10.4073,146.5198,14.29017668,19053-3,26098.56370740
35414,DEBRIS_35414,65.9964,273.5819,0.0063676,48.6316,67.9993,13.17026895,79280-2,26099.81008620
35415,DEBRIS_35415,67.9941,88.7852,0.0055557,55.6887,304.9494,14.93543310,63456-4,26099.37844564
35416,DEBRIS_35416,90.0184,273.2445,0.0067016,90.2252,336.4030,13.58938893,12461-2,26099.53238037
35418,DEBRIS_35418,98.1920,85.6233,0.0002256,87.3653,5.4316,14.85579442,52525-3,26099.64903659
35420,DEBRIS_35420,99.4430,234.4695,0.0025230,90.1795,300.0228,13.77655806,53265-3,26099.31677322
35422,DEBRIS_35422,81.2457,265.6922,0.0013375,68.6025,291.6605,14.72130382,18924-2,25224.39269730
35423,DEBRIS_35423,81.2405,34.6673,0.0009685,172.1977,187.9364,14.42399212,22528-2,26098.08811016
35433,DEBRIS_35433,74.0327,126.5752,0.0025975,160.0935,218.2260,14.34952006,21781-3,26097.35830299
35434,DEBRIS_35434,74.0429,8.8553,0.0084907,53.0207,307.8674,14.26111272,87253-3,26095.14962269
35435,DEBRIS_35435,74.0094,231.2480,0.0009859,297.6631,76.9520,14.82531076,17521-2,26099.65282780
35439,DEBRIS_35439,74.0170,294.0470,0.0242078,77.4481,299.0401,13.93469246,12947-2,26098.79821035
35440,DEBRIS_35440,74.0166,339.4838,0.0067706,92.4876,268.4048,14.69578284,35555-3,26099.39876646
35441,DEBRIS_35441,74.1332,74.0516,0.0037074,287.4836,72.2282,14.64700247,12384-2,26099.17037776
35442,DEBRIS_35442,74.0241,224.5331,0.0003100,248.6843,111.4008,14.90373370,20145-2,26099.41366448
35443,DEBRIS_35443,73.9799,102.4384,0.0065110,223.9918,135.6084,15.11860953,57685-2,26093.45565725
35445,DEBRIS_35445,74.0361,74.7725,0.0138763,134.3332,226.9310,14.61528650,99331-3,26099.64371603
35446,DEBRIS_35446,74.0441,99.4333,0.0076006,189.5359,170.4367,14.54762079,87808-4,26097.41994046
35448,DEBRIS_35448,73.9032,231.9272,0.0010600,21.0476,339.1120,14.55284720,11779-2,26095.78784403
35451,DEBRIS_35451,73.9235,206.2805,0.0023390,42.9014,317.4022,15.58481963,16102-2,26098.71539257
35453,DEBRIS_35453,74.0095,196.0995,0.0068964,304.3300,55.1339,14.38433562,80307-3,26081.58139220
35455,DEBRIS_35455,74.0263,73.2626,0.0099953,150.6027,210.0809,14.50436439,77523-3,26099.63628909
35456,DEBRIS_35456,73.9488,251.1518,0.0062392,73.6821,287.1200,14.72247679,17059-2,26097.69106057
35459,DEBRIS_35459,73.8722,332.3209,0.0017657,253.6904,106.2307,14.37684421,23135-3,26097.37600454
35462,DEBRIS_35462,74.0359,76.8381,0.0081918,87.3930,273.6594,14.30198002,14667-2,26087.29022566
35465,DEBRIS_35465,74.0008,348.7027,0.0063348,124.2614,236.4566,14.44689414,58307-3,26093.40463033
35469,DEBRIS_35469,74.0167,162.6149,0.0078172,287.9668,71.2982,14.49934140,85935-4,26099.43953496
35475,DEBRIS_35475,74.0225,300.9637,0.0017486,348.3951,11.6815,14.72696099,16099-2,26097.28120126
35476,DEBRIS_35476,73.9762,189.1940,0.0013643,157.6936,331.3494,14.79256589,12662-2,26099.42152425
35480,DEBRIS_35480,86.3573,334.1161,0.0015852,74.6111,285.6844,14.50433136,38439-3,26098.90180337
35484,DEBRIS_35484,86.3497,307.8859,0.0014656,134.2984,225.9457,15.08193136,15955-2,26076.88565231
35488,DEBRIS_35488,86.3224,246.4960,0.0024302,345.8767,14.1774,14.86016604,98742-3,26099.36338503
35495,DEBRIS_35495,49.6090,81.3825,0.4883891,57.8108,340.5486,5.79887176,93108-3,26098.33197755
35505,DEBRIS_35505,60.0783,231.3431,0.7424040,60.5601,352.8461,2.01737359,57432-3,26098.58099292
35506,DEBRIS_35506,81.1876,28.5240,0.0005835,357.2552,2.8612,14.58790057,17807-2,25184.29733352
35507,DEBRIS_35507,61.9967,308.7515,0.7403628,42.6339,355.4509,2.01874731,16413-2,26098.85993508
35516,DEBRIS_35516,81.2551,53.4617,0.0067607,76.1012,300.7445,14.17574293,10746-3,26099.11449530
35517,DEBRIS_35517,98.8707,236.0502,0.0381678,113.5289,250.6439,13.67602047,34776-3,26092.13070600
35520,DEBRIS_35520,82.5503,347.9337,0.0009135,305.5173,177.3219,13.87070977,18357-3,26070.51062795
35522,DEBRIS_35522,82.5483,328.7603,0.0017992,244.6145,130.9738,13.88343255,27093-3,26097.88817022
35524,DEBRIS_35524,82.5065,200.6311,0.0021530,117.5999,242.7368,14.14110973,28791-2,24324.38282243
35525,DEBRIS_35525,82.5496,12.8430,0.0021755,76.2590,100.9268,13.83524616,15392-3,26098.51902072
35526,DEBRIS_35526,90.0370,23.0424,0.0074896,1.1011,14.2045,13.62171169,16775-2,26008.32282551
35530,DEBRIS_35530,82.7117,351.6124,0.0028799,1.0050,11.9274,12.44583170,70043-3,26098.95429574
35532,DEBRIS_35532,98.7030,255.0962,0.0067365,235.9029,123.5764,14.56438041,37080-2,26098.69868126
35534,DEBRIS_35534,98.8024,191.2209,0.0025004,214.7666,297.3575,14.82797956,31502-2,26098.73241645
35535,DEBRIS_35535,98.8265,90.3700,0.0095693,102.4788,258.7092,13.79336248,70521-4,26097.69653790
35536,DEBRIS_35536,98.6494,159.6883,0.0408283,181.5332,178.4600,13.78497702,55263-3,26097.90739220
35549,DEBRIS_35549,24.0326,135.9200,0.5182749,325.7694,9.7021,5.30180054,11994-1,26099.77632215
35550,DEBRIS_35550,24.5820,44.2132,0.7370532,240.3605,28.7634,2.09159862,10034-2,26077.69801405
35551,DEBRIS_35551,24.7513,255.3112,0.7224032,96.4420,342.6307,2.16480393,-23846-3,26099.66527504
35552,DEBRIS_35552,25.8358,78.4088,0.7407214,91.3188,346.0647,2.02704437,59139-2,26098.22209703
35554,DEBRIS_35554,23.5368,258.3844,0.7514131,233.5241,32.1024,1.86114180,-10255-2,26063.51129178
35557,DEBRIS_35557,23.1580,131.8010,0.6394914,241.0475,41.3280,3.38872685,22413-1,26097.22787904
35563,DEBRIS_35563,21.7762,187.5586,0.7474257,55.1191,357.3126,1.89944636,-24162-3,26098.54134574
35571,DEBRIS_35571,97.6106,128.7869,0.0098864,295.6837,63.4197,14.90177506,66297-3,26099.31007621
35573,DEBRIS_35573,97.7864,202.1037,0.0058326,199.7205,160.1773,15.19006962,17703-2,26099.22620772
35574,DEBRIS_35574,98.3040,124.4487,0.0109363,135.3056,225.7022,14.56833014,48026-3,26099.28506500
35575,DEBRIS_35575,97.7466,250.8619,0.0209865,30.5516,330.7701,14.34005608,38858-3,26099.36684091
35580,DEBRIS_35580,73.9050,338.6230,0.0278354,321.6891,36.4742,13.84505002,10636-2,26099.35377345
35583,DEBRIS_35583,73.9203,23.4576,0.0382821,26.2074,335.7859,13.55658725,13471-2,26098.06650305
